"Scraping date","Main Catagory","Subcatagory","Brand name","Number of products","Link"
"26-04-2019","Electronics","Wearable Technology","Simpeak","291","https://www.amazon.com/s/ref=sr_in_-2_p_89_42?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A10048700011%2Cp_89%3ASimpeak&bbn=16225009011&ie=UTF8&qid=1556518083&rnid=2528832011"
"26-04-2019","Electronics","Wearable Technology","Smiling","22","https://www.amazon.com/s/ref=sr_in_-2_p_89_43?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A10048700011%2Cp_89%3ASmiling&bbn=16225009011&ie=UTF8&qid=1556518083&rnid=2528832011"
"26-04-2019","Electronics","Wearable Technology","Sony","15","https://www.amazon.com/s/ref=sr_in_-2_p_89_44?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A10048700011%2Cp_89%3ASony&bbn=16225009011&ie=UTF8&qid=1556518083&rnid=2528832011"
"26-04-2019","Electronics","Wearable Technology","Soulen","19","https://www.amazon.com/s/ref=sr_in_-2_p_89_45?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A10048700011%2Cp_89%3ASoulen&bbn=16225009011&ie=UTF8&qid=1556518083&rnid=2528832011"
"26-04-2019","Electronics","Wearable Technology","Spigen","57","https://www.amazon.com/s/ref=sr_in_-2_p_89_46?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A10048700011%2Cp_89%3ASpigen&bbn=16225009011&ie=UTF8&qid=1556518083&rnid=2528832011"
"26-04-2019","Electronics","Wearable Technology","SWEES","435","https://www.amazon.com/s/ref=sr_in_-2_p_89_47?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A10048700011%2Cp_89%3ASWEES&bbn=16225009011&ie=UTF8&qid=1556518083&rnid=2528832011"
"26-04-2019","Electronics","Wearable Technology","Tranesca","17","https://www.amazon.com/s/ref=sr_in_-2_p_89_48?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A10048700011%2Cp_89%3ATranesca&bbn=16225009011&ie=UTF8&qid=1556518083&rnid=2528832011"
"26-04-2019","Electronics","Wearable Technology","V-MORO","243","https://www.amazon.com/s/ref=sr_in_-2_p_89_49?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A10048700011%2Cp_89%3AV-MORO&bbn=16225009011&ie=UTF8&qid=1556518083&rnid=2528832011"
"26-04-2019","Electronics","Wearable Technology","WFEAGL","240","https://www.amazon.com/s/ref=sr_in_-2_p_89_50?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A10048700011%2Cp_89%3AWFEAGL&bbn=16225009011&ie=UTF8&qid=1556518083&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","ACdream","13","https://www.amazon.com/s/ref=sr_in_-2_p_89_0?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AACdream&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Amazon","27","https://www.amazon.com/s/ref=sr_in_-2_p_89_1?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AAmazon&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Anvas","12","https://www.amazon.com/s/ref=sr_in_-2_p_89_2?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AAnvas&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Aquapac","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_3?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AAquapac&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","AWINNER","21","https://www.amazon.com/s/ref=sr_in_-2_p_89_4?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AAWINNER&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Badalink","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_5?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ABadalink&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Barnes & Noble","12","https://www.amazon.com/s/ref=sr_in_-2_p_89_6?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ABarnes+%26+Noble&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","BiNFU","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_7?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ABiNFU&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","BOOX","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_8?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ABOOX&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","CaseHQ","9","https://www.amazon.com/s/ref=sr_in_-2_p_89_9?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ACaseHQ&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","DETUOSI","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_10?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ADETUOSI&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Dteck","16","https://www.amazon.com/s/ref=sr_in_-2_p_89_11?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ADteck&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","DWAYBOX","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_12?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ADWAYBOX&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Energizer","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_13?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AEnergizer&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","EpicGadget(TM)","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_14?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AEpicGadget%28TM%29&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","eTopxizu","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_15?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AeTopxizu&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Feiteng","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_16?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AFeiteng&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Fintie","29","https://www.amazon.com/s/ref=sr_in_-2_p_89_17?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AFintie&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Generic","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_18?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AGeneric&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","iBarbe","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_19?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AiBarbe&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","igadgitz","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_20?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3Aigadgitz&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","iKross","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_21?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AiKross&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","INFILAND","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_22?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AINFILAND&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","inkBOOK","8","https://www.amazon.com/s/ref=sr_in_-2_p_89_23?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AinkBOOK&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","JAVOedge","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_24?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AJAVOedge&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","JLTL","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_25?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AJLTL&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","JOYLINK","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_26?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AJOYLINK&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","JYtrend","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_27?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AJYtrend&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","KleverCase","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_28?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AKleverCase&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Kobo","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_29?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AKobo&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","kwmobile","281","https://www.amazon.com/s/ref=sr_in_-2_p_89_30?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3Akwmobile&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Lightwedge","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_31?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ALightwedge&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","LittleMax","43","https://www.amazon.com/s/ref=sr_in_-2_p_89_32?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ALittleMax&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Mighty Bright","13","https://www.amazon.com/s/ref=sr_in_-2_p_89_33?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AMighty+Bright&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Ming's Mark","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_34?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AMing%27s+Mark&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","MoKo","56","https://www.amazon.com/s/ref=sr_in_-2_p_89_35?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AMoKo&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Moleskine","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_36?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AMoleskine&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","MOSISO","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_37?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AMOSISO&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Mr Shield","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_38?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AMr+Shield&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Mulbess","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_39?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AMulbess&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","OMOTON","6","https://www.amazon.com/s/ref=sr_in_-2_p_89_40?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AOMOTON&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Ozeri","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_41?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AOzeri&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","PINHEN","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_42?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3APINHEN&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","ReturnMe","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_43?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AReturnMe&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","SAWE","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_44?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ASAWE&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Sony","10","https://www.amazon.com/s/ref=sr_in_-2_p_89_45?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ASony&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","TiMOVO","15","https://www.amazon.com/s/ref=sr_in_-2_p_89_46?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ATiMOVO&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","TPLTECH","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_47?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3ATPLTECH&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Vera Bradley","6","https://www.amazon.com/s/ref=sr_in_-2_p_89_48?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AVera+Bradley&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","Vita","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_49?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3AVita&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Electronics","eBook Readers & Accessories","xindayi","23","https://www.amazon.com/s/ref=sr_in_-2_p_89_50?fst=as%3Aoff&rh=i%3Aelectronics-intl-ship%2Cn%3A%2116225009011%2Cn%3A2642125011%2Cp_89%3Axindayi&bbn=16225009011&ie=UTF8&qid=1556518085&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","akiido","32","https://www.amazon.com/s/ref=sr_in_-2_p_89_0?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3Aakiido&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Alelly","72","https://www.amazon.com/s/ref=sr_in_-2_p_89_1?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AAlelly&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Asvivid","145","https://www.amazon.com/s/ref=sr_in_-2_p_89_2?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AAsvivid&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Baleaf","448","https://www.amazon.com/s/ref=sr_in_-2_p_89_3?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3ABaleaf&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","BLENCOT","214","https://www.amazon.com/s/ref=sr_in_-2_p_89_4?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3ABLENCOT&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","CHARMKING","15","https://www.amazon.com/s/ref=sr_in_-2_p_89_5?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3ACHARMKING&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Clear Harbour","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_6?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AClear+Harbour&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","COCOSHIP","501","https://www.amazon.com/s/ref=sr_in_-2_p_89_7?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3ACOCOSHIP&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","CRZ YOGA","271","https://www.amazon.com/s/ref=sr_in_-2_p_89_8?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3ACRZ+YOGA&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Dreamgirl","8","https://www.amazon.com/s/ref=sr_in_-2_p_89_9?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3ADreamgirl&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Eedor","39","https://www.amazon.com/s/ref=sr_in_-2_p_89_10?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AEedor&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Fearless Tape","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_11?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AFearless+Tape&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Goldfarm","14","https://www.amazon.com/s/ref=sr_in_-2_p_89_12?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AGoldfarm&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Gotoly","89","https://www.amazon.com/s/ref=sr_in_-2_p_89_13?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AGotoly&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","GRECERELLE","374","https://www.amazon.com/s/ref=sr_in_-2_p_89_14?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AGRECERELLE&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","HARHAY","21","https://www.amazon.com/s/ref=sr_in_-2_p_89_15?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AHARHAY&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","HOFISH","79","https://www.amazon.com/s/ref=sr_in_-2_p_89_16?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AHOFISH&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Homma","61","https://www.amazon.com/s/ref=sr_in_-2_p_89_17?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AHomma&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","IDEGG","9","https://www.amazon.com/s/ref=sr_in_-2_p_89_18?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AIDEGG&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","iGENJUN","260","https://www.amazon.com/s/ref=sr_in_-2_p_89_19?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AiGENJUN&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","JaosWish","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_20?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AJaosWish&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Jeasona","33","https://www.amazon.com/s/ref=sr_in_-2_p_89_21?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AJeasona&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","K-LORRA","11","https://www.amazon.com/s/ref=sr_in_-2_p_89_22?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AK-LORRA&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","kissrose","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_23?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3Akissrose&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","LadySlim by NuvoFit","35","https://www.amazon.com/s/ref=sr_in_-2_p_89_24?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3ALadySlim+by+NuvoFit&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","Leggings Depot","542","https://www.amazon.com/s/ref=sr_in_-2_p_89_25?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3ALeggings+Depot&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
"26-04-2019","Women's Fashion","Clothing","M&D","56","https://www.amazon.com/s/ref=sr_in_-2_p_89_26?fst=as%3Aoff&rh=n%3A16225018011%2Cn%3A1040660%2Cp_89%3AM%26D&bbn=16225018011&ie=UTF8&qid=1556518089&rnid=2528832011"
