"Scraping date","Main Catagory","Subcatagory","Brand name","Number of products","Link"
"26-04-2019","Pet supplies","Cats","Pet Neat","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_31?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APet+Neat&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","PET STANDARD","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_32?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APET+STANDARD&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","PetAg","16","https://www.amazon.com/s/ref=sr_in_-2_p_89_33?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APetAg&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Petmate","291","https://www.amazon.com/s/ref=sr_in_-2_p_89_34?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APetmate&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","PetSafe","91","https://www.amazon.com/s/ref=sr_in_-2_p_89_35?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APetSafe&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Petstages","54","https://www.amazon.com/s/ref=sr_in_-2_p_89_36?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APetstages&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Purina Fancy Feast","24","https://www.amazon.com/s/ref=sr_in_-2_p_89_37?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APurina+Fancy+Feast&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Purina ONE","16","https://www.amazon.com/s/ref=sr_in_-2_p_89_38?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APurina+ONE&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Purina Tidy Cats","18","https://www.amazon.com/s/ref=sr_in_-2_p_89_39?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APurina+Tidy+Cats&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Rocco & Roxie Supply Co","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_40?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ARocco+%26+Roxie+Supply+Co&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Safari Pet Products","16","https://www.amazon.com/s/ref=sr_in_-2_p_89_41?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ASafari+Pet+Products&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Sheba Wet Food","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_42?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ASheba+Wet+Food&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","SmartCat","14","https://www.amazon.com/s/ref=sr_in_-2_p_89_43?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ASmartCat&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Spotty","8","https://www.amazon.com/s/ref=sr_in_-2_p_89_44?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ASpotty&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Temptations","39","https://www.amazon.com/s/ref=sr_in_-2_p_89_45?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ATemptations&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Vansky","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_46?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AVansky&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","VetriScience Laboratories","36","https://www.amazon.com/s/ref=sr_in_-2_p_89_47?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AVetriScience+Laboratories&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Vittles Vault","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_48?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AVittles+Vault&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","World's Best Cat Litter","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_49?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AWorld%27s+Best+Cat+Litter&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Wyze Labs","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_50?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AWyze+Labs&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","AA Aquarium","7","https://www.amazon.com/s/ref=sr_in_-2_p_89_0?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AAA+Aquarium&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Agriculture Solutions","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_1?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AAgriculture+Solutions&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","API","63","https://www.amazon.com/s/ref=sr_in_-2_p_89_2?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AAPI&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Aqua Clear","75","https://www.amazon.com/s/ref=sr_in_-2_p_89_3?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AAqua+Clear&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Aquarium Masters","30","https://www.amazon.com/s/ref=sr_in_-2_p_89_4?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AAquarium+Masters&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","AquaTech","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_5?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AAquaTech&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Aquatic Experts","13","https://www.amazon.com/s/ref=sr_in_-2_p_89_6?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AAquatic+Experts&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Aqueon","196","https://www.amazon.com/s/ref=sr_in_-2_p_89_7?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AAqueon&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","biOrb","95","https://www.amazon.com/s/ref=sr_in_-2_p_89_8?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AbiOrb&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","boxtech","15","https://www.amazon.com/s/ref=sr_in_-2_p_89_9?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3Aboxtech&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Boyd Enterprises","21","https://www.amazon.com/s/ref=sr_in_-2_p_89_10?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ABoyd+Enterprises&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","COODIA","11","https://www.amazon.com/s/ref=sr_in_-2_p_89_11?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ACOODIA&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Dry Branch Sports Design","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_12?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ADry+Branch+Sports+Design&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","FL!PPER","6","https://www.amazon.com/s/ref=sr_in_-2_p_89_13?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AFL%21PPER&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Fluker's","23","https://www.amazon.com/s/ref=sr_in_-2_p_89_14?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AFluker%27s&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Fluval","430","https://www.amazon.com/s/ref=sr_in_-2_p_89_15?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AFluval&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","FREESEA","15","https://www.amazon.com/s/ref=sr_in_-2_p_89_16?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AFREESEA&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","GloFish","54","https://www.amazon.com/s/ref=sr_in_-2_p_89_17?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AGloFish&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Homasy","6","https://www.amazon.com/s/ref=sr_in_-2_p_89_18?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AHomasy&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","HoneyGuaridan","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_19?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AHoneyGuaridan&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Huijukon","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_20?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AHuijukon&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Hygger","22","https://www.amazon.com/s/ref=sr_in_-2_p_89_21?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AHygger&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Kaytee","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_22?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AKaytee&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Koller Products","66","https://www.amazon.com/s/ref=sr_in_-2_p_89_23?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AKoller+Products&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","LCR Hallcrest","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_24?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ALCR+Hallcrest&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Lee's","97","https://www.amazon.com/s/ref=sr_in_-2_p_89_25?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ALee%27s&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","LONDAFISH","11","https://www.amazon.com/s/ref=sr_in_-2_p_89_26?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ALONDAFISH&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Marina","289","https://www.amazon.com/s/ref=sr_in_-2_p_89_27?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AMarina&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","MarineLand","158","https://www.amazon.com/s/ref=sr_in_-2_p_89_28?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AMarineLand&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","MOSPRO","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_29?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AMOSPRO&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","New Life Spectrum","36","https://www.amazon.com/s/ref=sr_in_-2_p_89_30?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ANew+Life+Spectrum&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","NICREW","18","https://www.amazon.com/s/ref=sr_in_-2_p_89_31?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ANICREW&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Omega","49","https://www.amazon.com/s/ref=sr_in_-2_p_89_32?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AOmega&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Omega One","43","https://www.amazon.com/s/ref=sr_in_-2_p_89_33?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AOmega+One&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Pawfly","38","https://www.amazon.com/s/ref=sr_in_-2_p_89_34?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3APawfly&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Penn Plax","423","https://www.amazon.com/s/ref=sr_in_-2_p_89_35?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3APenn+Plax&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Pure Water Pebbles","34","https://www.amazon.com/s/ref=sr_in_-2_p_89_36?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3APure+Water+Pebbles&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Python","29","https://www.amazon.com/s/ref=sr_in_-2_p_89_37?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3APython&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Qooltek","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_38?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AQooltek&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Seachem","177","https://www.amazon.com/s/ref=sr_in_-2_p_89_39?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ASeachem&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Simple Deluxe","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_40?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ASimple+Deluxe&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","SpongeBob SquarePants","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_41?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ASpongeBob+SquarePants&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","SUKRAGRAHA","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_42?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ASUKRAGRAHA&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","SunGrow","59","https://www.amazon.com/s/ref=sr_in_-2_p_89_43?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ASunGrow&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Tetra","168","https://www.amazon.com/s/ref=sr_in_-2_p_89_44?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ATetra&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Tetra Pond","27","https://www.amazon.com/s/ref=sr_in_-2_p_89_45?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3ATetra+Pond&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Uniclife","31","https://www.amazon.com/s/ref=sr_in_-2_p_89_46?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AUniclife&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","yueton","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_47?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3Ayueton&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Zacro","6","https://www.amazon.com/s/ref=sr_in_-2_p_89_48?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AZacro&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Zoetis","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_49?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AZoetis&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Fish & Aquatic Pets","Zoo Med","213","https://www.amazon.com/s/ref=sr_in_-2_p_89_50?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975446011%2Cp_89%3AZoo+Med&bbn=16225013011&ie=UTF8&qid=1556517837&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Aspects","12","https://www.amazon.com/s/ref=sr_in_-2_p_89_0?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AAspects&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Bonka Bird Toys","239","https://www.amazon.com/s/ref=sr_in_-2_p_89_1?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3ABonka+Bird+Toys&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","C&S Products Company","22","https://www.amazon.com/s/ref=sr_in_-2_p_89_2?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AC%26S+Products+Company&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Caitec Corp","24","https://www.amazon.com/s/ref=sr_in_-2_p_89_3?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3ACaitec+Corp&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","eCOTRITION","18","https://www.amazon.com/s/ref=sr_in_-2_p_89_4?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AeCOTRITION&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Fluker's","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_5?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AFluker%27s&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Hagen","17","https://www.amazon.com/s/ref=sr_in_-2_p_89_6?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AHagen&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Happy Hen Treats","15","https://www.amazon.com/s/ref=sr_in_-2_p_89_7?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AHappy+Hen+Treats&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Harrison's Bird Foods","7","https://www.amazon.com/s/ref=sr_in_-2_p_89_8?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AHarrison%27s+Bird+Foods&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Hartz","12","https://www.amazon.com/s/ref=sr_in_-2_p_89_9?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AHartz&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Hatortempt","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_10?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AHatortempt&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
"26-04-2019","Pet supplies","Birds","Higgins","37","https://www.amazon.com/s/ref=sr_in_-2_p_89_11?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975221011%2Cp_89%3AHiggins&bbn=16225013011&ie=UTF8&qid=1556517840&rnid=2528832011"
